State,Year,Gender,Race,Age,Education,Current_Consumption,Previous_Year_Consumption,Percent_Consumption_Change
Maine,2014,Female,All Races,All Ages,All Grades,17.8,18.2,-2.19780219780219
Maine,2014,Male,All Races,All Ages,All Grades,21.0,22.4,-6.249999999999994
Maine,2014,Overall,African American,All Ages,All Grades,,,
Maine,2014,Overall,All Races,18 to 24 Years,All Grades,23.0,23.6,-2.542372881355938
Maine,2014,Overall,All Races,25 to 44 Years,All Grades,28.7,29.4,-2.3809523809523787
Maine,2014,Overall,All Races,45 to 64 Years,All Grades,19.4,20.1,-3.482587064676631
Maine,2014,Overall,All Races,65 Years and Older,All Grades,6.1,6.8,-10.294117647058826
Maine,2014,Overall,All Races,Age 20 and Older,12th Grade,25.5,25.4,0.39370078740158043
Maine,2014,Overall,All Races,Age 20 and Older,< 12th Grade,43.1,42.7,0.9367681498829006
Maine,2014,Overall,All Races,Age 20 and Older,> 12th Grade,12.3,13.9,-11.510791366906473
Maine,2014,Overall,All Races,Age 25 and Older,12th Grade,24.6,24.6,0.0
Maine,2014,Overall,All Races,Age 25 and Older,< 12th Grade,40.6,39.7,2.267002518891684
Maine,2014,Overall,All Races,Age 25 and Older,> 12th Grade,12.1,13.8,-12.318840579710152
Maine,2014,Overall,All Races,All Ages,All Grades,19.3,20.2,-4.455445544554449
Maine,2014,Overall,American Indian/Alaska Native,All Ages,All Grades,42.1,37.5,12.26666666666667
Maine,2014,Overall,Asian/Pacific Islander,All Ages,All Grades,,,
Maine,2014,Overall,Hispanic,All Ages,All Grades,33.2,25.4,30.708661417322855
Maine,2014,Overall,White,All Ages,All Grades,18.5,20.0,-7.5
Maryland,2014,Female,All Races,18 to 44 Years,All Grades,12.2,14.9,-18.120805369127524
Maryland,2014,Female,All Races,All Ages,All Grades,12.6,13.7,-8.029197080291969
Maryland,2014,Male,All Races,All Ages,All Grades,16.8,19.4,-13.402061855670093
Maryland,2014,Overall,African American,All Ages,All Grades,16.8,17.4,-3.4482758620689538
Maryland,2014,Overall,All Races,18 to 24 Years,All Grades,10.7,16.0,-33.12500000000001
Maryland,2014,Overall,All Races,25 to 44 Years,All Grades,16.5,19.8,-16.666666666666668
Maryland,2014,Overall,All Races,45 to 64 Years,All Grades,17.2,17.1,0.5847953216374144
Maryland,2014,Overall,All Races,65 Years and Older,All Grades,8.7,8.7,0.0
Maryland,2014,Overall,All Races,Age 20 and Older,12th Grade,21.3,23.5,-9.361702127659573
Maryland,2014,Overall,All Races,Age 20 and Older,< 12th Grade,28.4,25.4,11.811023622047244
Maryland,2014,Overall,All Races,Age 20 and Older,> 12th Grade,9.7,11.8,-17.796610169491537
Maryland,2014,Overall,All Races,Age 25 and Older,12th Grade,22.5,23.0,-2.1739130434782608
Maryland,2014,Overall,All Races,Age 25 and Older,< 12th Grade,28.6,26.0,10.000000000000004
Maryland,2014,Overall,All Races,Age 25 and Older,> 12th Grade,9.6,11.9,-19.32773109243698
Maryland,2014,Overall,All Races,All Ages,All Grades,14.6,16.4,-10.975609756097555
Maryland,2014,Overall,American Indian/Alaska Native,All Ages,All Grades,24.2,33.9,-28.61356932153392
Maryland,2014,Overall,Asian/Pacific Islander,All Ages,All Grades,6.5,9.4,-30.85106382978724
Maryland,2014,Overall,Hispanic,All Ages,All Grades,8.2,11.0,-25.45454545454546
Maryland,2014,Overall,White,All Ages,All Grades,15.5,16.8,-7.738095238095241
Massachusetts,2014,Female,All Races,18 to 44 Years,All Grades,13.3,16.9,-21.301775147928982
Massachusetts,2014,Female,All Races,All Ages,All Grades,12.9,14.7,-12.244897959183666
Massachusetts,2014,Male,All Races,All Ages,All Grades,16.7,18.7,-10.695187165775401
Massachusetts,2014,Overall,African American,All Ages,All Grades,16.6,20.7,-19.806763285024143
Massachusetts,2014,Overall,All Races,18 to 24 Years,All Grades,11.5,19.7,-41.6243654822335
Massachusetts,2014,Overall,All Races,25 to 44 Years,All Grades,17.9,19.0,-5.789473684210534
Massachusetts,2014,Overall,All Races,45 to 64 Years,All Grades,16.8,17.1,-1.7543859649122846
Massachusetts,2014,Overall,All Races,65 Years and Older,All Grades,7.7,9.6,-19.79166666666666
Massachusetts,2014,Overall,All Races,Age 20 and Older,12th Grade,21.9,24.0,-8.750000000000005
Massachusetts,2014,Overall,All Races,Age 20 and Older,< 12th Grade,30.6,26.9,13.75464684014871
Massachusetts,2014,Overall,All Races,Age 20 and Older,> 12th Grade,10.3,12.2,-15.573770491803268
Massachusetts,2014,Overall,All Races,Age 25 and Older,12th Grade,21.3,22.6,-5.752212389380533
Massachusetts,2014,Overall,All Races,Age 25 and Older,< 12th Grade,28.7,26.6,7.894736842105254
Massachusetts,2014,Overall,All Races,Age 25 and Older,> 12th Grade,10.5,11.8,-11.016949152542377
Massachusetts,2014,Overall,All Races,All Ages,All Grades,14.7,16.6,-11.445783132530133
Massachusetts,2014,Overall,American Indian/Alaska Native,All Ages,All Grades,26.6,36.9,-27.913279132791324
Massachusetts,2014,Overall,Asian/Pacific Islander,All Ages,All Grades,5.9,8.2,-28.048780487804866
Massachusetts,2014,Overall,Hispanic,All Ages,All Grades,17.1,15.5,10.322580645161299
Massachusetts,2014,Overall,White,All Ages,All Grades,14.4,16.7,-13.772455089820353
Michigan,2014,Female,All Races,18 to 44 Years,All Grades,23.6,21.9,7.762557077625584
Michigan,2014,Female,All Races,All Ages,All Grades,18.9,18.3,3.278688524590152
Michigan,2014,Male,All Races,All Ages,All Grades,23.7,24.7,-4.048582995951417
Michigan,2014,Overall,African American,All Ages,All Grades,22.3,25.9,-13.899613899613891
Michigan,2014,Overall,All Races,18 to 24 Years,All Grades,21.5,19.7,9.137055837563455
Michigan,2014,Overall,All Races,25 to 44 Years,All Grades,28.4,28.8,-1.3888888888888962
Michigan,2014,Overall,All Races,45 to 64 Years,All Grades,21.8,22.2,-1.8018018018017954
Michigan,2014,Overall,All Races,65 Years and Older,All Grades,8.9,9.4,-5.319148936170213
Michigan,2014,Overall,All Races,Age 20 and Older,12th Grade,27.8,26.3,5.703422053231939
Michigan,2014,Overall,All Races,Age 20 and Older,< 12th Grade,45.0,42.9,4.8951048951048985
Michigan,2014,Overall,All Races,Age 20 and Older,> 12th Grade,14.3,15.9,-10.062893081761004
Michigan,2014,Overall,All Races,Age 25 and Older,12th Grade,26.9,25.5,5.490196078431367
Michigan,2014,Overall,All Races,Age 25 and Older,< 12th Grade,43.5,41.9,3.8186157517899795
Michigan,2014,Overall,All Races,Age 25 and Older,> 12th Grade,14.2,16.0,-11.250000000000004
Michigan,2014,Overall,All Races,All Ages,All Grades,21.2,21.4,-0.9345794392523332
Michigan,2014,Overall,American Indian/Alaska Native,All Ages,All Grades,61.5,46.8,31.410256410256416
Michigan,2014,Overall,Asian/Pacific Islander,All Ages,All Grades,7.1,9.9,-28.282828282828287
Michigan,2014,Overall,Hispanic,All Ages,All Grades,32.4,20.0,61.999999999999986
Michigan,2014,Overall,White,All Ages,All Grades,20.1,20.6,-2.4271844660194173
Minnesota,2014,Female,All Races,18 to 44 Years,All Grades,17.0,20.6,-17.47572815533981
Minnesota,2014,Female,All Races,All Ages,All Grades,14.8,16.7,-11.377245508982028
Minnesota,2014,Male,All Races,All Ages,All Grades,17.9,19.4,-7.731958762886599
Minnesota,2014,Overall,African American,All Ages,All Grades,22.3,22.2,0.45045045045045684
Minnesota,2014,Overall,All Races,18 to 24 Years,All Grades,16.0,21.9,-26.94063926940639
Minnesota,2014,Overall,All Races,25 to 44 Years,All Grades,20.6,21.5,-4.1860465116279
Minnesota,2014,Overall,All Races,45 to 64 Years,All Grades,16.7,18.0,-7.222222222222225
Minnesota,2014,Overall,All Races,65 Years and Older,All Grades,8.1,9.3,-12.903225806451625
Minnesota,2014,Overall,All Races,Age 20 and Older,12th Grade,24.5,23.9,2.510460251046031
Minnesota,2014,Overall,All Races,Age 20 and Older,< 12th Grade,28.9,33.4,-13.47305389221557
Minnesota,2014,Overall,All Races,Age 20 and Older,> 12th Grade,12.0,13.9,-13.669064748201441
Minnesota,2014,Overall,All Races,Age 25 and Older,12th Grade,23.4,22.3,4.932735426008959
Minnesota,2014,Overall,All Races,Age 25 and Older,< 12th Grade,27.8,32.1,-13.395638629283491
Minnesota,2014,Overall,All Races,Age 25 and Older,> 12th Grade,12.2,13.7,-10.948905109489052
Minnesota,2014,Overall,All Races,All Ages,All Grades,16.3,18.0,-9.444444444444441
Minnesota,2014,Overall,American Indian/Alaska Native,All Ages,All Grades,38.6,47.2,-18.220338983050848
Minnesota,2014,Overall,Asian/Pacific Islander,All Ages,All Grades,9.8,6.3,55.55555555555558
Minnesota,2014,Overall,Hispanic,All Ages,All Grades,14.3,16.9,-15.384615384615373
Minnesota,2014,Overall,White,All Ages,All Grades,15.9,18.0,-11.666666666666664
Mississippi,2014,Female,All Races,18 to 44 Years,All Grades,27.5,25.4,8.267716535433077
Mississippi,2014,Female,All Races,All Ages,All Grades,22.7,22.0,3.1818181818181785
Mississippi,2014,Male,All Races,All Ages,All Grades,23.2,28.0,-17.142857142857146
Mississippi,2014,Overall,African American,All Ages,All Grades,20.7,23.6,-12.288135593220348
Mississippi,2014,Overall,All Races,18 to 24 Years,All Grades,23.1,26.5,-12.830188679245278
Mississippi,2014,Overall,All Races,25 to 44 Years,All Grades,29.3,29.1,0.6872852233676952
Mississippi,2014,Overall,All Races,45 to 64 Years,All Grades,24.0,26.5,-9.433962264150944
Mississippi,2014,Overall,All Races,65 Years and Older,All Grades,10.5,12.9,-18.6046511627907
Mississippi,2014,Overall,All Races,Age 20 and Older,12th Grade,25.9,25.3,2.3715415019762762
Mississippi,2014,Overall,All Races,Age 20 and Older,< 12th Grade,35.2,39.9,-11.779448621553874
Mississippi,2014,Overall,All Races,Age 20 and Older,> 12th Grade,17.3,19.2,-9.895833333333327
Mississippi,2014,Overall,All Races,Age 25 and Older,12th Grade,25.1,24.2,3.719008264462819
Mississippi,2014,Overall,All Races,Age 25 and Older,< 12th Grade,34.9,38.1,-8.398950131233603
Mississippi,2014,Overall,All Races,Age 25 and Older,> 12th Grade,17.1,19.1,-10.471204188481675
Mississippi,2014,Overall,All Races,All Ages,All Grades,23.0,24.8,-7.258064516129035
Mississippi,2014,Overall,American Indian/Alaska Native,All Ages,All Grades,,,
Mississippi,2014,Overall,Asian/Pacific Islander,All Ages,All Grades,,,
Mississippi,2014,Overall,Hispanic,All Ages,All Grades,,19.0,
Mississippi,2014,Overall,White,All Ages,All Grades,25.3,25.6,-1.1718750000000027
Missouri,2014,Female,All Races,18 to 44 Years,All Grades,22.7,24.0,-5.416666666666669
Missouri,2014,Female,All Races,All Ages,All Grades,19.4,20.1,-3.482587064676631
Missouri,2014,Male,All Races,All Ages,All Grades,21.9,24.3,-9.876543209876552
Missouri,2014,Overall,African American,All Ages,All Grades,21.2,22.6,-6.194690265486735
Missouri,2014,Overall,All Races,18 to 24 Years,All Grades,19.4,23.8,-18.487394957983202
Missouri,2014,Overall,All Races,25 to 44 Years,All Grades,25.4,26.2,-3.0534351145038197
Missouri,2014,Overall,All Races,45 to 64 Years,All Grades,22.4,24.1,-7.053941908713704
Missouri,2014,Overall,All Races,65 Years and Older,All Grades,10.8,10.7,0.9345794392523498
Missouri,2014,Overall,All Races,Age 20 and Older,12th Grade,25.7,26.4,-2.651515151515149
Missouri,2014,Overall,All Races,Age 20 and Older,< 12th Grade,38.2,40.3,-5.210918114143907
Missouri,2014,Overall,All Races,Age 20 and Older,> 12th Grade,14.5,15.9,-8.805031446540882
Missouri,2014,Overall,All Races,Age 25 and Older,12th Grade,26.0,25.3,2.766798418972329
Missouri,2014,Overall,All Races,Age 25 and Older,< 12th Grade,36.7,40.3,-8.933002481389565
Missouri,2014,Overall,All Races,Age 25 and Older,> 12th Grade,14.6,15.5,-5.806451612903228
Missouri,2014,Overall,All Races,All Ages,All Grades,20.6,22.1,-6.787330316742081
Missouri,2014,Overall,American Indian/Alaska Native,All Ages,All Grades,18.7,,
Missouri,2014,Overall,Asian/Pacific Islander,All Ages,All Grades,4.5,,
Missouri,2014,Overall,Hispanic,All Ages,All Grades,21.0,29.3,-28.327645051194544
Missouri,2014,Overall,White,All Ages,All Grades,20.8,18.6,11.827956989247308
Montana,2014,Female,All Races,18 to 44 Years,All Grades,25.3,21.0,20.476190476190478
Montana,2014,Female,All Races,All Ages,All Grades,19.9,17.3,15.028901734104032
Montana,2014,Male,All Races,All Ages,All Grades,20.0,20.7,-3.3816425120772915
Montana,2014,Overall,African American,All Ages,All Grades,,,
Montana,2014,Overall,All Races,18 to 24 Years,All Grades,25.8,24.6,4.878048780487802
Montana,2014,Overall,All Races,25 to 44 Years,All Grades,25.4,22.2,14.414414414414413
Montana,2014,Overall,All Races,45 to 64 Years,All Grades,20.2,19.7,2.5380710659898478
Montana,2014,Overall,All Races,65 Years and Older,All Grades,8.3,9.7,-14.432989690721636
Montana,2014,Overall,All Races,Age 20 and Older,12th Grade,28.4,25.2,12.698412698412696
Montana,2014,Overall,All Races,Age 20 and Older,< 12th Grade,39.1,41.5,-5.783132530120478
Montana,2014,Overall,All Races,Age 20 and Older,> 12th Grade,13.9,13.0,6.923076923076925
Montana,2014,Overall,All Races,Age 25 and Older,12th Grade,26.7,24.3,9.876543209876537
Montana,2014,Overall,All Races,Age 25 and Older,< 12th Grade,36.4,38.5,-5.454545454545459
Montana,2014,Overall,All Races,Age 25 and Older,> 12th Grade,13.6,12.5,8.799999999999997
Montana,2014,Overall,All Races,All Ages,All Grades,19.9,19.0,4.73684210526315
Montana,2014,Overall,American Indian/Alaska Native,All Ages,All Grades,43.1,38.3,12.532637075718029
Montana,2014,Overall,Asian/Pacific Islander,All Ages,All Grades,,,
Montana,2014,Overall,Hispanic,All Ages,All Grades,32.2,31.3,2.875399361022371
Montana,2014,Overall,White,All Ages,All Grades,17.8,17.4,2.298850574712656
Nebraska,2014,Female,All Races,18 to 44 Years,All Grades,19.2,20.8,-7.692307692307699
Nebraska,2014,Female,All Races,All Ages,All Grades,16.2,17.2,-5.813953488372094
Nebraska,2014,Male,All Races,All Ages,All Grades,18.5,19.8,-6.565656565656568
Nebraska,2014,Overall,African American,All Ages,All Grades,19.9,22.2,-10.360360360360364
Nebraska,2014,Overall,All Races,18 to 24 Years,All Grades,17.9,18.6,-3.7634408602150686
Nebraska,2014,Overall,All Races,25 to 44 Years,All Grades,21.7,23.4,-7.264957264957263
Nebraska,2014,Overall,All Races,45 to 64 Years,All Grades,18.1,19.1,-5.2356020942408374
Nebraska,2014,Overall,All Races,65 Years and Older,All Grades,8.1,8.6,-5.813953488372094
Nebraska,2014,Overall,All Races,Age 20 and Older,12th Grade,23.0,24.2,-4.95867768595041
Nebraska,2014,Overall,All Races,Age 20 and Older,< 12th Grade,28.5,29.9,-4.682274247491634
Nebraska,2014,Overall,All Races,Age 20 and Older,> 12th Grade,13.6,14.9,-8.724832214765105
Nebraska,2014,Overall,All Races,Age 25 and Older,12th Grade,22.2,23.1,-3.896103896103905
Nebraska,2014,Overall,All Races,Age 25 and Older,< 12th Grade,27.9,29.0,-3.793103448275867
Nebraska,2014,Overall,All Races,Age 25 and Older,> 12th Grade,13.4,14.7,-8.84353741496598
Nebraska,2014,Overall,All Races,All Ages,All Grades,17.3,18.5,-6.486486486486482
Nebraska,2014,Overall,American Indian/Alaska Native,All Ages,All Grades,46.6,38.6,20.72538860103627
Nebraska,2014,Overall,Asian/Pacific Islander,All Ages,All Grades,7.8,14.7,-46.93877551020408
Nebraska,2014,Overall,Hispanic,All Ages,All Grades,14.0,13.6,2.941176470588238
Nebraska,2014,Overall,White,All Ages,All Grades,17.0,18.5,-8.108108108108109
Nevada,2014,Female,All Races,18 to 44 Years,All Grades,13.2,15.9,-16.981132075471706
Nevada,2014,Female,All Races,All Ages,All Grades,13.7,18.1,-24.30939226519338
Nevada,2014,Male,All Races,All Ages,All Grades,20.2,20.6,-1.9417475728155442
Nevada,2014,Overall,African American,All Ages,All Grades,24.6,22.6,8.849557522123893
Nevada,2014,Overall,All Races,18 to 24 Years,All Grades,17.3,14.5,19.31034482758621
Nevada,2014,Overall,All Races,25 to 44 Years,All Grades,18.6,20.7,-10.144927536231874
Nevada,2014,Overall,All Races,45 to 64 Years,All Grades,17.5,21.8,-19.724770642201836
Nevada,2014,Overall,All Races,65 Years and Older,All Grades,12.6,15.4,-18.181818181818183
Nevada,2014,Overall,All Races,Age 20 and Older,12th Grade,24.0,24.6,-2.439024390243908
Nevada,2014,Overall,All Races,Age 20 and Older,< 12th Grade,23.5,30.8,-23.701298701298704
Nevada,2014,Overall,All Races,Age 20 and Older,> 12th Grade,11.9,14.4,-17.36111111111111
Nevada,2014,Overall,All Races,Age 25 and Older,12th Grade,23.8,24.1,-1.2448132780083017
Nevada,2014,Overall,All Races,Age 25 and Older,< 12th Grade,22.0,29.2,-24.657534246575338
Nevada,2014,Overall,All Races,Age 25 and Older,> 12th Grade,11.8,15.4,-23.37662337662337
Nevada,2014,Overall,All Races,All Ages,All Grades,17.0,19.4,-12.37113402061855
Nevada,2014,Overall,American Indian/Alaska Native,All Ages,All Grades,34.8,52.3,-33.460803059273424
Nevada,2014,Overall,Asian/Pacific Islander,All Ages,All Grades,12.1,14.6,-17.123287671232877
Nevada,2014,Overall,Hispanic,All Ages,All Grades,15.8,15.4,2.5974025974025996
Nevada,2014,Overall,White,All Ages,All Grades,17.2,20.2,-14.851485148514852
New Hampshire,2014,Female,All Races,18 to 44 Years,All Grades,21.6,21.2,1.8867924528301987
New Hampshire,2014,Female,All Races,All Ages,All Grades,16.7,15.8,5.69620253164556
New Hampshire,2014,Male,All Races,All Ages,All Grades,18.4,16.7,10.17964071856287
New Hampshire,2014,Overall,African American,All Ages,All Grades,,,
New Hampshire,2014,Overall,All Races,18 to 24 Years,All Grades,21.7,17.7,22.598870056497177
New Hampshire,2014,Overall,All Races,25 to 44 Years,All Grades,23.9,21.5,11.162790697674412
New Hampshire,2014,Overall,All Races,45 to 64 Years,All Grades,16.7,16.4,1.8292682926829313
New Hampshire,2014,Overall,All Races,65 Years and Older,All Grades,7.4,7.1,4.225352112676067
New Hampshire,2014,Overall,All Races,Age 20 and Older,12th Grade,22.6,24.0,-5.833333333333328
New Hampshire,2014,Overall,All Races,Age 20 and Older,< 12th Grade,45.7,34.9,30.945558739255027
New Hampshire,2014,Overall,All Races,Age 20 and Older,> 12th Grade,11.9,10.8,10.185185185185182
New Hampshire,2014,Overall,All Races,Age 25 and Older,12th Grade,21.3,22.5,-5.33333333333333
New Hampshire,2014,Overall,All Races,Age 25 and Older,< 12th Grade,41.0,34.7,18.15561959654178
New Hampshire,2014,Overall,All Races,Age 25 and Older,> 12th Grade,11.8,10.5,12.380952380952387
New Hampshire,2014,Overall,All Races,All Ages,All Grades,17.5,16.2,8.024691358024695
New Hampshire,2014,Overall,American Indian/Alaska Native,All Ages,All Grades,,,
New Hampshire,2014,Overall,Asian/Pacific Islander,All Ages,All Grades,9.2,,
New Hampshire,2014,Overall,Hispanic,All Ages,All Grades,14.6,19.8,-26.262626262626267
New Hampshire,2014,Overall,White,All Ages,All Grades,17.3,16.0,8.125000000000004
New Jersey,2014,Female,All Races,18 to 44 Years,All Grades,12.6,14.4,-12.500000000000004
New Jersey,2014,Female,All Races,All Ages,All Grades,12.6,13.9,-9.352517985611515
New Jersey,2014,Male,All Races,All Ages,All Grades,17.8,17.5,1.7142857142857184
New Jersey,2014,Overall,African American,All Ages,All Grades,18.0,17.7,1.6949152542372923
New Jersey,2014,Overall,All Races,18 to 24 Years,All Grades,12.4,18.5,-32.972972972972975
New Jersey,2014,Overall,All Races,25 to 44 Years,All Grades,19.3,17.3,11.560693641618496
New Jersey,2014,Overall,All Races,45 to 64 Years,All Grades,15.5,17.4,-10.919540229885051
New Jersey,2014,Overall,All Races,65 Years and Older,All Grades,9.0,7.7,16.88311688311688
New Jersey,2014,Overall,All Races,Age 20 and Older,12th Grade,21.5,22.2,-3.1531531531531503
New Jersey,2014,Overall,All Races,Age 20 and Older,< 12th Grade,23.7,24.1,-1.659751037344407
New Jersey,2014,Overall,All Races,Age 20 and Older,> 12th Grade,10.9,11.2,-2.678571428571419
